#stokes,freq,ind,real,imag,eta
5,2820,61,0.021361,-0.018714,1
5,2820,62,-0.00017,-0.000859,1
5,2820,63,0.000728,-0.000793,1
5,2820,64,0.002655,-0.000727,1
5,2820,65,0.000766,-0.000665,1
5,2948,0,-0.110715,-0.079019,1
5,2948,1,-0.074811,0.066576,1
5,2948,2,0.066803,-0.038826,1
5,2948,3,1.164702,-1.587176,1
5,2948,4,0.091681,0.089727,1
5,2948,5,0.060722,-0.041733,1
5,2948,6,-0.001992,0.008794,1
5,2948,7,0.10302,-0.088718,1
5,2948,8,-0.076448,0.046224,1
5,2948,9,-0.011804,0.000997,1
5,2948,10,-2.116544,2.880901,1
5,2948,11,0.134455,-0.189686,1
5,2948,12,0.082699,0.020788,1
5,2948,13,-0.096389,0.065868,1
5,2948,14,-0.002015,0.000257,1
5,2948,15,0.000309,-0.000064,1
5,2948,16,0.004379,-0.016881,1
5,2948,17,0.010835,-0.015408,1
5,2948,18,-0.014831,0.011154,1
5,2948,19,-0.002168,0.006366,1
5,2948,20,0.000607,-0.000475,1
5,2948,21,-0.461893,0.620618,1
5,2948,22,-0.067496,0.098216,1
5,2948,23,-0.151102,0.204963,1
5,2948,24,-0.017955,-0.01455,1
5,2948,25,-0.001879,0.002134,1
5,2948,26,0.003549,-0.001098,1
5,2948,27,-0.000186,-0.000011,1
5,2948,28,0.000147,-0.000065,1
5,2948,29,-0.001237,0.000429,1
5,2948,30,-0.001226,0.002584,1
5,2948,31,-0.031727,0.029432,1
5,2948,32,0.029237,-0.017395,1
5,2948,33,-0.00212,-0.000607,1
5,2948,34,-0.001333,0.000991,1
5,2948,35,0.005882,-0.002032,1
5,2948,36,0.034046,-0.045003,1
5,2948,37,-0.025286,0.033563,1
5,2948,38,0.016155,-0.022236,1
5,2948,39,-0.019426,0.025712,1
5,2948,40,-0.068249,-0.029906,1
5,2948,41,0.046374,-0.032251,1
5,2948,42,-0.004854,-0.000798,1
5,2948,43,0.001864,-0.000902,1
5,2948,44,-0.000337,-0.000121,1
5,2948,45,-0.000172,0.000022,1
5,2948,46,0.000017,-0.000121,1
5,2948,47,-0.00009,0.000726,1
5,2948,48,-0.000902,0.007935,1
5,2948,49,-0.034826,0.033794,1
5,2948,50,0.033633,-0.020917,1
5,2948,51,-0.000933,-0.002495,1
5,2948,52,0.001903,-0.001107,1
5,2948,53,0.00112,-0.000375,1
5,2948,54,-0.002193,0.000635,1
5,2948,55,0.000091,-0.000169,1
5,2948,56,-0.000122,-0.000001,1
5,2948,57,-0.000461,0.000571,1
5,2948,58,-0.001311,0.000169,1
5,2948,59,-0.007853,0.009932,1
5,2948,60,-0.032886,-0.011833,1
5,2948,61,0.028819,-0.020192,1
5,2948,62,-0.002907,-0.000389,1
5,2948,63,0.000034,-0.000322,1
5,2948,64,-0.001096,-0.000505,1
5,2948,65,0.000838,-0.000582,1
5,3052,0,11.526399,-0.148778,1
5,3052,1,28.134913,-0.54869,1
5,3052,2,8.958779,2.646754,1
5,3052,3,1437.541046,-4.4285,1
5,3052,4,21.629641,-0.348641,1
5,3052,5,-0.882256,0.58895,1
5,3052,6,28.262103,0.162767,1
5,3052,7,25.997831,-0.683406,1
5,3052,8,4.359484,2.919103,1
5,3052,9,12.5113,-5.399497,1
5,3052,10,-2484.755758,8.246084,1
5,3052,11,182.669528,-0.346863,1
5,3052,12,10.217993,-0.327014,1
5,3052,13,-0.179074,0.348877,1
5,3052,14,-28.749745,0.587131,1
5,3052,15,-9.737789,1.075864,1
5,3052,16,6.59339,-0.133957,1
5,3052,17,2.881562,-0.3772,1
5,3052,18,-8.96171,1.531406,1
5,3052,19,17.53134,-3.114077,1
5,3052,20,-7.721887,-0.514413,1
5,3052,21,-495.30673,2.868441,1
5,3052,22,-100.155166,-0.115048,1
5,3052,23,-173.184693,0.618858,1
5,3052,24,-4.533684,-0.130192,1
5,3052,25,0.299401,-0.047937,1
5,3052,26,1.692276,0.305862,1
5,3052,27,1.103012,-0.936533,1
5,3052,28,10.392403,-0.468273,1
5,3052,29,5.362473,0.042993,1
5,3052,30,-7.61019,-0.205605,1
5,3052,31,-9.620704,0.021294,1
5,3052,32,-13.079279,0.451905,1
5,3052,33,15.248537,-1.157982,1
5,3052,34,4.27532,0.147533,1
5,3052,35,-34.322343,3.411114,1
5,3052,36,33.351886,-0.553636,1
5,3052,37,-18.69473,0.233526,1
5,3052,38,16.810941,-0.44165,1
5,3052,39,-18.914749,0.167523,1
5,3052,40,-5.386351,0.059013,1
5,3052,41,-0.077013,-0.161643,1
5,3052,42,9.178946,-0.0301,1
5,3052,43,-0.873746,0.24283,1
5,3052,44,-18.191695,0.204141,1
5,3052,45,-11.348915,0.230842,1
5,3052,46,0.555024,0.191076,1
5,3052,47,2.814268,-0.273706,1
5,3052,48,-3.286258,-0.005015,1
5,3052,49,-2.279717,0.168813,1
5,3052,50,-2.982977,0.170457,1
5,3052,51,3.660037,-0.362397,1
5,3052,52,2.814344,0.150785,1
5,3052,53,-4.73693,0.726809,1
5,3052,54,-1.983269,-1.258344,1
5,3052,55,-9.511448,0.286773,1
5,3052,56,-0.474622,0.265676,1
5,3052,57,-1.159799,-0.083726,1
5,3052,58,-0.604687,-0.081788,1
5,3052,59,3.492457,0.177918,1
5,3052,60,2.221201,0.092381,1
5,3052,61,-0.400166,-0.012346,1
